,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
806,Ingeniería Civil Plan Común,71,95,0,100,100,100,100,100,20,60,0,60,100,86,96,100,0,0,0,0,0,0,0,92,100,93,100,67,100,0.0,0,0,0.0,100,100,100,100,100,100,0,100,73,11,0,2,0,1
807,Ingeniería Civil Plan Común,100,100,0,100,100,100,80,100,80,100,100,80,100,100,100,100,100,100,100,0,100,100,100,100,100,100,90,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,11,0,2,0,1
808,Ingeniería Civil Metalúrgica,48,65,0,100,20,100,0,100,40,0,100,100,20,75,93,0,0,97,94,86,0,91,0,92,85,90,95,100,100,100.0,0,100,100.0,100,100,100,0,100,0,100,100,64,10,0,2,1,1
809,Ingeniería Civil Plan Común,85,50,0,100,100,100,0,100,60,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,80,80.0,90,90,42.0,100,100,100,100,100,100,100,100,78,11,0,2,1,1
810,Ingeniería Civil Metalúrgica,31,100,0,0,40,13,60,0,40,60,25,40,20,100,100,100,83,88,97,100,100,100,100,100,100,100,20,70,0,0.0,42,0,0.0,0,0,100,0,0,0,0,100,54,10,0,2,1,0
811,Ingeniería Civil Eléctrica,23,95,0,100,0,100,60,60,100,80,100,100,100,100,0,100,100,100,100,94,100,100,100,51,69,0,85,100,90,0.0,0,100,100.0,100,100,100,0,100,0,0,0,64,4,0,2,0,1
812,Ingeniería Civil Plan Común,98,85,0,100,100,100,60,80,60,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,55.0,100,100,85.0,100,100,100,100,100,100,100,100,82,11,0,2,1,1
813,Ingeniería Civil Plan Común,100,80,0,100,60,100,60,100,60,100,100,80,100,100,100,0,100,100,100,100,100,100,0,100,90,100,100,100,100,70.0,100,100,0.0,100,100,100,100,100,100,100,100,88,11,0,2,0,1
814,Ingeniería Civil Plan Común,36,90,0,100,40,100,40,40,40,100,100,60,60,100,100,100,100,100,100,100,100,100,100,68,95,55,92,70,55,80.0,100,100,77.0,100,100,100,100,100,0,100,100,70,11,0,2,0,1
815,Ingeniería Civil Metalúrgica,98,25,0,0,60,100,80,100,40,100,100,0,100,100,0,100,100,100,100,100,100,100,100,87,100,100,100,100,55,70.0,100,55,100.0,100,100,100,100,100,100,100,100,72,10,0,2,1,1
816,Ingeniería Civil Plan Común,100,95,0,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100.0,100,100,62.0,100,100,100,100,100,100,100,100,97,11,0,2,1,1
817,Ingeniería Civil Metalúrgica,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,100,10,0,2,1,1
818,Ingeniería Civil Plan Común,85,95,0,100,100,100,100,100,20,100,75,60,100,100,0,0,100,100,0,100,100,98,100,95,100,80,95,100,100,62.0,90,100,100.0,100,100,100,100,100,100,0,100,88,11,0,2,0,1
819,Ingeniería Civil Plan Común,43,90,0,100,60,100,60,100,60,100,75,80,60,100,100,100,100,100,100,0,100,100,100,78,95,0,100,100,90,0.0,42,100,29.0,100,100,0,0,0,100,100,100,64,11,0,2,0,1
820,Ingeniería Civil Plan Común,72,70,0,100,60,100,0,100,80,100,75,100,100,100,0,0,0,99,0,97,0,100,0,92,100,100,100,85,100,80.0,0,0,0.0,0,0,0,0,0,0,0,0,67,11,0,2,0,1
821,Ingeniería Civil Metalúrgica,96,100,0,100,100,100,80,80,80,100,100,100,100,0,0,0,54,87,78,65,85,89,93,92,85,100,100,45,80,90.0,100,100,100.0,100,0,100,100,100,100,0,0,92,10,0,2,0,1
822,Ingeniería Civil Metalúrgica,94,75,0,100,100,100,100,100,40,80,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,90,10,0,2,1,1
823,Ingeniería Civil Plan Común,100,75,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,80,100,100.0,100,100,100.0,0,100,100,100,100,100,100,100,92,11,0,2,1,1
824,Ingeniería Civil Eléctrica,98,100,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,45,100.0,100,92,62.0,100,100,100,100,100,100,100,100,97,4,0,2,0,1
825,Ingeniería Civil Eléctrica,40,35,0,0,100,63,40,80,60,60,75,60,40,0,0,0,0,0,0,71,100,72,0,0,0,90,0,0,0,0.0,90,42,42.0,0,0,0,0,0,0,0,0,38,4,0,2,0,0
826,Ingeniería Civil Informática,100,40,0,100,100,50,60,100,100,100,75,80,100,100,100,100,100,100,100,100,0,100,100,92,0,100,100,0,0,0.0,0,0,0.0,100,100,100,0,0,0,100,100,66,7,0,2,1,1
827,Ingeniería Civil Plan Común,20,95,0,100,60,100,80,100,0,100,75,100,100,0,0,0,0,0,100,0,0,100,0,100,72,85,90,95,0,100.0,92,90,100.0,100,100,100,0,0,100,0,100,58,11,0,2,0,1
828,Ingeniería Civil Metalúrgica,100,95,0,100,100,100,100,0,80,100,100,40,100,84,100,100,100,100,100,0,100,100,100,100,100,75,95,90,80,100.0,100,100,100.0,0,0,0,0,0,0,0,0,89,10,0,2,0,1
830,Ingeniería Civil Eléctrica,73,65,0,100,100,100,60,100,80,100,100,60,60,96,89,67,100,0,100,100,100,97,100,84,100,90,100,80,90,75.0,90,100,0.0,100,100,100,100,0,100,100,100,77,4,0,2,0,1
831,Ingeniería Civil Plan Común,40,60,100,0,100,100,80,100,80,100,100,100,100,100,100,100,100,0,0,94,100,88,100,100,100,100,85,100,100,0.0,0,0,100.0,100,100,100,0,100,100,100,100,79,11,0,2,0,1
832,Ingeniería Civil Plan Común,100,75,0,100,100,100,100,80,60,100,100,100,100,100,100,100,100,100,100,100,100,95,99,95,87,100,100,100,90,100.0,90,97,100.0,100,100,100,0,100,100,100,100,91,11,0,2,0,1
833,Ingeniería Civil Metalúrgica,39,95,0,0,0,50,40,100,20,80,50,0,0,96,95,100,100,0,97,0,100,0,100,95,100,100,100,90,0,90.0,100,0,100.0,100,100,100,100,100,100,100,100,65,10,0,2,1,1
834,Ingeniería Civil Metalúrgica,79,60,0,0,100,0,40,0,0,0,0,60,100,100,100,100,100,0,0,0,100,0,0,100,100,100,0,100,100,0.0,15,32,0.0,0,0,0,100,0,100,100,0,56,10,0,2,0,1
835,Ingeniería Civil Eléctrica,43,55,30,100,60,100,60,80,60,100,100,80,100,100,0,100,92,100,100,100,100,100,100,100,0,90,0,87,70,100.0,100,92,70.0,100,100,100,100,100,100,100,100,43,4,0,2,0,0
836,Ingeniería Civil Plan Común,82,75,0,100,60,63,60,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80.0,92,100,24.0,100,100,100,100,100,100,100,100,84,11,0,2,1,1
837,Ingeniería Civil Informática,93,55,0,100,100,100,100,100,60,100,100,100,40,100,0,0,0,98,100,100,0,97,97,100,100,100,92,95,85,100.0,0,100,100.0,100,0,100,100,100,100,100,100,80,7,0,2,0,1
838,Ingeniería Civil Metalúrgica,38,100,0,0,100,50,60,80,40,100,50,40,100,100,100,0,48,100,90,0,0,100,0,0,52,0,0,0,95,55.0,90,0,0.0,0,0,0,0,0,0,0,0,55,10,0,2,0,1
839,Ingeniería Civil Metalúrgica,87,15,20,100,100,100,80,100,40,60,75,60,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,75,80,25.0,25,25,30.0,100,100,0,100,0,100,100,100,66,10,0,2,1,1
840,Ingeniería Civil Eléctrica,100,100,0,100,100,100,80,100,60,100,100,100,100,100,100,100,0,100,100,100,100,100,100,69,100,100,100,100,100,90.0,100,100,100.0,100,100,100,100,100,100,100,100,98,4,0,2,0,1
841,Ingeniería Civil Eléctrica,0,95,100,100,100,100,40,100,100,100,100,100,100,100,0,95,100,100,100,0,0,100,0,100,87,0,82,57,100,70.0,70,82,0.0,100,100,100,0,100,0,100,100,88,4,0,2,0,1
842,Ingeniería Comercial,98,0,60,100,100,100,40,40,40,80,25,80,100,0,0,0,0,0,0,94,0,0,0,70,100,90,100,0,0,0.0,100,0,0.0,0,0,0,0,0,0,0,0,63,14,0,2,1,1
844,Ingeniería Civil Plan Común,26,100,0,0,100,50,40,100,80,100,100,100,100,100,100,100,100,100,100,0,100,100,100,45,0,65,100,17,100,32.0,0,2,100.0,100,100,0,0,100,100,100,100,64,11,0,2,1,1
845,Ingeniería Civil Plan Común,40,90,0,100,60,100,100,0,80,60,25,100,100,100,0,100,100,100,100,100,100,100,100,100,77,45,85,0,100,35.0,0,0,0.0,100,0,0,0,0,100,0,100,62,11,0,2,0,1
846,Ingeniería Civil Plan Común,98,25,0,0,100,100,60,100,40,100,100,100,60,92,98,100,100,100,98,95,100,89,92,82,100,83,100,0,60,0.0,0,0,0.0,100,100,100,100,100,100,100,100,65,11,0,2,0,1
847,Ingeniería Civil Plan Común,100,75,0,100,60,100,20,100,80,60,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,95.0,100,100,100.0,100,100,100,100,100,100,100,100,88,11,0,2,1,1
848,Ingeniería Civil Metalúrgica,38,95,0,0,100,100,60,80,20,80,100,100,20,100,100,100,0,0,100,0,0,96,100,76,100,0,0,85,0,0.0,0,55,0.0,0,0,0,0,0,100,0,0,54,10,0,2,1,0
849,Ingeniería Civil Plan Común,100,100,0,100,60,63,0,80,0,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,95.0,100,100,92.0,100,100,100,100,100,100,100,100,93,11,0,2,0,1
850,Ingeniería Civil Eléctrica,0,100,55,100,100,100,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,85,83,75,0,100,82.0,100,90,0.0,100,100,100,0,100,100,100,100,52,4,0,2,0,0
851,Ingeniería Civil Metalúrgica,100,0,0,0,100,100,20,20,20,60,25,60,100,100,100,100,65,100,82,100,100,100,100,76,100,0,0,92,0,0.0,0,0,0.0,0,100,0,100,100,0,0,100,50,10,0,2,1,0
852,Ingeniería Civil Plan Común,87,95,0,0,100,100,60,100,80,100,100,60,100,100,0,100,100,100,100,100,100,100,100,92,100,100,100,100,100,100.0,90,100,92.0,100,100,100,100,0,100,100,100,90,11,0,2,1,1
854,Ingeniería Civil Plan Común,98,65,0,100,100,50,100,100,100,100,100,100,100,0,100,100,0,100,100,0,0,80,0,100,72,90,100,100,0,90.0,0,60,52.0,0,0,0,0,0,0,0,0,76,11,0,2,0,1
855,Ingeniería Civil Plan Común,98,100,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,11,0,2,0,1
856,Ingeniería Civil Plan Común,98,95,0,100,100,100,40,100,40,100,100,100,100,100,0,100,100,0,100,100,0,100,100,92,100,100,100,90,100,80.0,92,100,41.0,100,100,100,0,100,100,100,100,92,11,0,2,1,1
857,Ingeniería Civil Eléctrica,100,100,0,100,100,100,100,100,80,100,100,100,0,100,0,0,100,100,100,100,88,100,100,100,100,100,100,100,90,100.0,100,100,100.0,100,100,0,100,100,100,100,100,96,4,0,2,0,1
858,Ingeniería Civil Plan Común,0,100,100,100,100,100,100,100,80,60,100,20,40,100,98,100,96,100,94,94,100,95,100,100,95,100,100,0,100,80.0,100,100,100.0,100,0,100,100,100,100,100,100,76,11,0,2,1,1
859,Ingeniería Civil Plan Común,85,60,0,100,100,100,80,80,80,80,100,100,0,95,100,0,100,100,100,100,100,100,100,95,100,100,100,100,90,100.0,100,100,100.0,100,100,100,100,100,100,100,100,84,11,0,2,1,1
860,Ingeniería Civil Plan Común,87,40,0,100,100,100,0,80,80,100,100,100,0,100,100,100,100,100,100,100,100,100,100,92,100,90,85,0,100,35.0,92,77,92.0,100,100,100,100,100,100,100,100,65,11,0,2,1,1
861,Ingeniería Civil Plan Común,31,10,30,0,100,100,40,100,60,80,75,100,40,100,100,100,82,100,88,100,0,100,100,95,87,50,82,25,80,0.0,35,100,0.0,0,0,0,100,0,0,0,0,31,11,0,2,0,0
862,Ingeniería Civil Metalúrgica,58,45,35,100,20,100,100,100,40,80,75,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,85,90,15.0,70,82,55.0,0,0,0,100,0,0,0,100,47,10,0,2,0,0
863,Ingeniería Civil Plan Común,83,55,0,100,100,100,80,100,0,100,75,100,100,100,100,0,100,100,100,91,0,0,0,100,100,100,100,80,75,35.0,0,65,0.0,100,100,100,0,100,100,100,0,73,11,0,2,0,1
864,Ingeniería Civil Metalúrgica,98,100,0,100,100,100,100,80,80,100,100,100,60,91,0,100,100,0,0,0,100,0,0,77,95,85,100,0,95,100.0,100,100,85.0,100,100,100,0,0,100,100,100,90,10,0,2,0,1
866,Ingeniería Civil Plan Común,100,25,90,100,100,100,80,0,100,100,0,100,100,100,100,100,100,100,100,0,0,0,100,100,100,100,95,100,100,0.0,90,100,100.0,100,0,100,0,0,100,100,100,72,11,0,2,0,1
867,Ingeniería Civil Plan Común,100,40,0,100,100,100,100,100,60,80,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,35,0,0.0,0,100,0.0,100,100,100,100,100,100,100,100,74,11,0,2,0,1
868,Ingeniería Civil Plan Común,98,0,90,100,60,100,60,100,20,100,100,100,100,100,100,100,100,100,100,0,100,100,100,95,90,80,100,0,100,0.0,92,100,90.0,100,100,100,100,100,100,100,100,88,11,0,2,0,1
869,Ingeniería Civil Plan Común,98,45,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,0,100,100,100,100,100,92,100,100,100,90,100,85.0,82,100,0.0,100,0,100,100,100,100,100,0,81,11,0,2,1,1
871,Ingeniería Civil Plan Común,96,100,0,100,100,100,100,100,80,100,75,100,100,100,100,100,100,100,100,100,100,98,100,87,95,100,100,100,100,95.0,100,100,100.0,100,100,100,0,100,100,100,100,97,11,0,2,0,1
872,Ingeniería Civil Metalúrgica,98,100,0,100,100,100,60,100,40,100,100,100,100,100,0,100,100,100,0,100,100,95,0,90,100,85,100,95,95,95.0,100,92,77.0,100,100,100,100,100,100,100,0,94,10,0,2,1,1
873,Ingeniería Civil Metalúrgica,85,70,0,0,100,100,80,100,40,100,75,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100.0,65,0,0.0,100,100,100,100,100,100,0,0,78,10,0,2,0,1
874,Ingeniería Civil Plan Común,90,90,0,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,95,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,94,11,0,2,0,1
875,Ingeniería Civil Metalúrgica,86,100,0,100,60,100,80,80,100,100,75,80,100,100,100,100,98,94,100,96,0,100,100,92,100,90,100,0,100,70.0,64,100,44.0,100,0,0,100,0,100,100,0,86,10,0,2,0,1
876,Ingeniería Civil Metalúrgica,86,35,0,100,100,100,60,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87,100,90,100,77,65,100.0,55,85,47.0,100,100,100,100,100,100,100,100,76,10,0,2,0,1
877,Ingeniería Civil Eléctrica,96,65,60,100,100,100,100,60,0,100,0,100,20,86,70,90,96,0,97,0,95,98,99,57,95,100,79,0,65,25.0,0,70,0.0,100,100,0,100,100,100,100,100,70,4,1,2,0,1
878,Ingeniería Civil Plan Común,29,0,0,100,100,50,40,80,20,80,50,40,60,100,0,95,70,89,0,100,100,100,93,72,100,60,52,0,60,100.0,35,25,25.0,0,0,0,0,0,0,0,0,15,11,0,2,0,0
879,Ingeniería Civil Metalúrgica,100,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,10,0,2,0,1
880,Ingeniería Civil Plan Común,67,10,60,100,20,100,80,100,60,0,50,40,60,100,0,100,100,0,0,0,0,0,0,100,95,100,100,85,0,70.0,0,97,0.0,100,0,100,100,100,100,100,0,62,11,0,2,0,1
881,Ingeniería Civil Plan Común,94,100,0,100,100,100,100,100,40,80,100,20,100,100,0,72,0,84,80,85,100,98,96,100,95,100,100,100,80,100.0,100,100,90.0,100,100,0,0,100,0,100,0,91,11,0,2,0,1
883,Ingeniería Civil Metalúrgica,85,90,0,100,100,100,20,80,80,100,100,80,100,100,100,100,100,100,100,0,100,100,0,100,90,100,100,90,100,100.0,100,55,100.0,100,0,100,0,100,100,100,100,88,10,0,2,0,1
884,Ingeniería Civil Plan Común,60,0,70,100,100,50,0,100,40,100,75,100,100,0,0,100,0,100,100,0,100,0,91,100,100,100,100,0,100,80.0,55,100,100.0,100,100,100,0,0,100,100,0,70,11,0,2,0,1
885,Ingeniería Civil Plan Común,100,40,0,0,100,100,60,80,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.0,100,100,0.0,100,100,100,100,100,100,100,100,78,11,0,2,1,1
886,Ingeniería Civil Plan Común,76,70,0,100,40,63,60,100,40,100,100,0,100,95,0,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100.0,100,100,47.0,100,100,100,100,100,100,100,100,80,11,0,2,0,1
887,Ingeniería Civil Plan Común,63,10,5,0,100,80,80,80,40,100,75,60,20,0,0,0,100,100,0,100,100,100,100,92,95,90,0,45,30,0.0,0,0,0.0,0,0,0,0,0,0,0,100,34,11,0,2,0,0
888,Ingeniería Civil Eléctrica,100,100,0,100,100,100,60,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,75,100.0,100,92,100.0,100,100,100,100,100,100,100,100,98,4,0,2,0,1
889,Ingeniería Civil Plan Común,98,85,0,0,100,100,40,100,40,100,100,100,100,100,100,100,0,100,100,100,100,100,100,92,100,100,100,100,100,100.0,100,100,0.0,100,100,100,100,100,100,100,100,89,11,0,2,0,1
890,Ingeniería Civil Plan Común,98,95,0,0,100,100,20,60,40,20,0,20,40,100,0,0,0,0,95,100,100,61,100,92,100,100,100,85,100,70.0,0,100,100.0,0,100,0,100,0,0,100,0,78,11,0,2,1,1
891,Ingeniería Civil Plan Común,78,35,0,100,100,100,100,100,80,0,50,80,100,100,100,100,100,0,100,100,100,100,100,92,100,100,100,100,100,100.0,100,100,52.0,100,100,100,100,100,100,100,100,73,11,0,2,0,1
892,Ingeniería Civil Metalúrgica,66,95,0,100,0,100,0,60,20,60,100,40,100,100,100,0,0,100,100,100,100,100,100,0,100,53,87,7,65,65.0,0,92,95.0,100,0,100,0,100,0,100,100,70,10,0,2,1,1
893,Ingeniería Civil Plan Común,88,95,0,0,100,100,100,100,100,80,75,80,100,100,100,100,100,100,100,97,0,100,100,100,90,100,100,100,100,100.0,100,100,0.0,100,100,100,100,100,100,100,100,90,11,0,2,0,1
894,Ingeniería Civil Plan Común,98,100,0,100,100,100,80,100,80,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,75.0,80,100,77.0,100,100,100,100,100,100,100,100,95,11,0,2,0,1
895,Ingeniería Civil Plan Común,98,100,0,100,100,100,40,80,20,100,100,100,60,90,100,90,100,100,100,98,95,95,100,100,95,100,100,100,100,100.0,100,100,100.0,100,100,0,100,100,100,100,100,95,11,0,2,0,1
896,Ingeniería Civil Plan Común,60,100,0,0,0,100,60,0,0,0,0,80,100,0,94,100,100,0,100,98,0,100,100,70,100,0,0,90,85,65.0,80,100,90.0,0,0,0,0,0,0,0,0,64,11,0,2,0,1
898,Ingeniería Civil Eléctrica,70,80,0,100,100,100,60,80,20,100,100,100,100,100,100,100,100,0,100,0,100,0,100,100,100,0,95,70,30,50.0,100,92,62.0,100,100,100,100,0,100,100,100,77,4,0,2,0,1
899,Ingeniería Civil Metalúrgica,95,95,0,100,0,100,60,100,40,100,100,60,20,100,100,100,100,100,100,100,100,100,100,100,95,100,100,85,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,91,10,0,2,0,1
900,Ingeniería Civil Eléctrica,48,55,30,100,100,100,100,100,60,100,50,100,0,0,100,0,0,0,0,0,0,0,0,100,100,100,100,0,100,50.0,82,90,0.0,0,100,0,100,100,0,0,0,43,4,0,2,0,0
901,Ingeniería Civil Plan Común,0,90,75,100,100,100,100,100,80,100,100,80,20,100,0,100,95,98,94,95,100,0,95,100,100,100,69,95,100,10.0,100,0,0.0,0,0,0,0,0,0,0,0,62,11,0,2,0,1
902,Ingeniería Civil Metalúrgica,35,60,0,0,100,100,80,80,20,100,50,100,100,100,100,100,100,100,100,100,0,100,100,100,95,0,0,85,100,95.0,0,0,0.0,100,100,100,100,100,100,100,100,48,10,0,2,0,0
903,Ingeniería Civil Eléctrica,100,100,0,0,100,88,80,80,60,100,100,100,0,100,100,100,100,100,100,100,100,100,100,87,87,100,100,77,90,77.0,100,100,100.0,100,100,100,100,100,100,100,100,94,4,0,2,0,1
904,Ingeniería Civil Plan Común,86,40,0,100,100,100,80,100,40,100,100,100,0,100,0,100,100,99,99,0,0,0,0,100,100,100,92,0,45,0.0,0,0,0.0,0,0,100,100,0,100,100,100,62,11,0,2,0,1
905,Ingeniería Civil Eléctrica,82,20,100,100,40,50,80,80,60,100,100,60,100,100,0,100,100,100,100,100,0,98,100,90,90,93,100,95,100,100.0,100,100,92.0,100,100,100,100,0,100,100,100,88,4,0,2,0,1
906,Ingeniería Civil Metalúrgica,96,70,0,100,60,100,100,100,20,100,100,100,100,95,73,0,0,100,0,100,0,100,100,90,100,100,100,80,80,100.0,85,100,100.0,100,100,100,100,100,100,100,100,86,10,0,2,1,1
907,Ingeniería Civil Metalúrgica,100,100,0,0,100,100,80,100,60,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100.0,100,100,100.0,100,100,100,100,100,100,100,100,96,10,0,2,1,1
908,Ingeniería Civil Plan Común,100,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,90,100.0,90,100,100.0,100,100,100,100,100,100,100,100,98,11,0,2,0,1
909,Ingeniería Civil Plan Común,71,30,0,100,100,100,80,100,60,100,50,100,100,100,100,100,0,0,0,100,100,0,100,95,92,90,84,90,80,40.0,42,60,30.0,100,100,100,100,100,100,100,0,51,11,0,2,0,0
910,Ingeniería Civil Plan Común,90,95,0,100,100,100,80,100,100,100,50,100,100,100,100,100,52,100,100,94,100,95,100,90,92,90,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,94,11,0,2,0,1
911,Ingeniería Civil Metalúrgica,90,95,0,100,100,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.0,100,55,100.0,100,100,100,100,100,100,100,100,84,10,0,2,1,1
912,Ingeniería Civil Eléctrica,0,45,45,100,60,100,60,80,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,45,70.0,72,100,92.0,100,100,100,100,100,100,100,100,30,4,0,2,0,0
913,Ingeniería Civil Plan Común,98,80,0,100,100,100,80,100,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,90,90,100,80,95.0,100,90,92.0,100,100,100,100,100,100,100,100,91,11,0,2,0,1
914,Ingeniería Civil Eléctrica,55,60,0,100,20,100,80,80,40,80,100,100,20,0,0,0,0,76,87,98,100,95,0,0,100,100,0,7,70,55.0,45,35,55.0,0,100,100,100,100,100,100,0,59,4,0,2,0,1
915,Ingeniería Civil Metalúrgica,85,60,0,100,100,100,100,60,0,0,25,0,20,100,100,100,100,0,100,100,100,100,100,100,100,100,100,90,85,0.0,0,100,76.0,0,0,0,100,0,0,100,0,67,10,0,2,1,1
916,Ingeniería Civil Plan Común,98,70,0,100,100,100,40,0,60,40,0,0,40,0,0,100,0,0,0,0,0,0,0,92,100,90,100,0,100,0.0,90,0,27.0,0,0,0,100,100,100,100,0,67,11,0,2,0,1
917,Ingeniería Civil Plan Común,96,90,0,0,100,100,40,80,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,58,11,0,2,0,1
918,Ingeniería Civil Plan Común,72,100,0,100,60,100,60,60,60,80,100,100,100,100,0,0,100,100,100,100,100,100,100,92,90,0,92,0,50,60.0,0,0,0.0,100,0,0,100,100,0,100,100,74,11,0,2,0,1
919,Ingeniería Civil Plan Común,63,100,0,100,100,100,60,100,100,80,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100.0,92,100,100.0,100,100,100,100,100,100,100,100,85,11,0,2,0,1
920,Ingeniería Civil Plan Común,60,35,0,100,100,100,80,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,100,77,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,48,11,0,2,0,0
921,Ingeniería Civil Metalúrgica,41,95,0,100,100,100,80,100,40,80,100,80,100,0,94,83,0,72,62,92,98,99,94,95,82,65,100,0,75,52.0,100,100,0.0,0,100,100,100,100,100,100,100,73,10,0,2,0,1
922,Ingeniería Civil Plan Común,98,70,0,100,60,100,100,100,100,0,100,0,100,100,100,0,74,100,100,100,100,99,100,100,100,100,74,85,90,90.0,55,55,0.0,100,0,0,0,0,0,0,100,78,11,0,2,0,1
923,Ingeniería Civil Plan Común,30,65,20,100,60,88,40,80,60,80,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,85,100,80.0,100,100,32.0,100,100,100,100,100,100,100,100,43,11,0,2,1,0
924,Ingeniería Civil Metalúrgica,78,0,0,100,0,0,0,0,0,0,0,0,0,100,87,75,0,0,0,0,0,0,0,92,100,0,100,90,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,39,10,0,2,1,0
925,Ingeniería Civil Plan Común,100,95,0,0,60,13,20,0,80,100,0,100,100,100,100,100,100,100,100,100,100,100,0,77,72,50,0,55,0,0.0,0,0,74.0,100,100,0,100,100,0,100,100,73,11,0,2,1,1
926,Ingeniería Civil Plan Común,57,100,0,0,100,100,80,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100.0,72,100,100.0,100,100,100,100,100,100,100,100,86,11,0,2,0,1
927,Ingeniería Civil Plan Común,100,100,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,97,11,0,2,0,1
928,Ingeniería Civil Plan Común,54,0,0,0,100,100,0,40,0,0,0,0,0,0,98,100,95,0,100,0,0,0,0,92,85,90,100,95,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,27,11,0,2,0,0
929,Ingeniería Civil Eléctrica,98,60,0,100,100,100,80,100,40,80,100,100,100,100,100,100,100,100,100,100,0,100,100,69,95,83,100,100,100,95.0,100,100,100.0,100,100,100,100,100,100,100,100,86,4,0,2,0,1
930,Ingeniería Civil Metalúrgica,80,90,0,100,100,100,80,100,100,100,100,100,100,100,100,83,100,0,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,92,10,0,2,1,1
